52,5,1,0,7,1,21,2,1,0,17,10.0,5,5.0,0,24,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
66,5,0,0,33,4,13,2,4,0,9,6.0,10,7.0,0,11,1,0,9,1,4,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333333333,0,13,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
19,1,0,0,1,0,18,2,0,0,15,8.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0.8095238095238095,0.8095238095238095,0,0
30,1,0,0,12,1,8,2,1,0,5,3.5,10,10.0,0,10,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
50,7,1,2,1,0,46,5,0,0,20,8.4,0,0,0,3,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
66,5,0,0,45,3,18,3,3,0,11,5.333333333333333,32,13.666666666666666,0,3,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
58,5,0,0,33,4,14,2,4,0,11,6.5,8,7.0,0,11,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
25,2,0,0,5,1,20,3,1,0,12,6.0,3,3.0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0.9285714285714286,0.9285714285714286,0,0
60,6,0,0,34,4,14,3,4,0,6,4.0,12,7.25,0,12,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
21,2,0,0,1,0,20,3,0,0,12,6.0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0.17777777777777778,0.17777777777777778,0,0
66,5,0,1,46,5,15,3,5,0,8,4.333333333333333,11,8.0,0,5,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,0.0,0.0,0,1
66,6,1,0,28,3,25,4,3,0,14,5.5,10,8.0,0,13,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
66,5,1,0,14,2,18,2,2,0,14,8.5,6,5.5,0,9,1,0,25,1,22,2,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
50,7,1,0,5,1,32,4,1,0,21,7.25,3,3.0,0,13,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
37,3,0,0,12,2,15,3,2,0,7,4.333333333333333,5,4.5,0,10,1,0,0,0,0,0,-1,-1,-1,-1,-1,24,1,1,1,-1,-1,-1,1,1,-1,-1,-1,0
25,1,0,0,15,1,10,2,1,0,6,4.5,13,13.0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
66,7,0,1,20,3,14,2,3,0,10,6.5,8,5.333333333333333,0,15,2,0,17,1,9,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,0,1.0,0.22727272727272727,0,1
17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0.7640449438202247,0.7640449438202247,0,0
66,4,0,0,48,6,12,2,6,0,8,5.5,17,6.833333333333333,0,6,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0.9871794871794872,0.057692307692307696,0,0
65,4,0,0,14,2,16,2,2,0,12,7.5,7,5.5,0,35,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
66,4,0,1,42,3,19,2,3,0,16,9.0,18,12.666666666666666,0,5,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
23,3,0,1,1,0,22,4,0,0,12,4.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0.12195121951219512,0.12195121951219512,0,0
24,1,0,0,4,1,20,2,1,0,16,9.5,2,2.0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
66,7,0,0,4,1,40,5,1,0,13,7.2,2,2.0,0,22,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
54,5,0,0,26,4,16,2,4,0,13,7.5,11,5.25,0,12,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0.9010989010989011,0.02197802197802198,0,0
31,4,1,0,1,0,30,5,0,0,9,5.2,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,541,1,1,1,-1,-1,-1,1,1,0.9344262295081968,0.29508196721311475,0,0
66,6,1,0,24,2,28,3,2,0,20,8.666666666666666,12,10.5,0,14,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
23,2,0,0,1,0,22,3,0,0,14,6.666666666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,0
26,3,0,0,5,1,21,4,1,0,8,4.5,3,3.0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,0.4444444444444444,0.4444444444444444,0,0
66,6,0,0,8,2,23,4,2,0,12,5.0,3,2.5,0,35,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,1
