3,3,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,1,-1,1,-1,-1,-1,1,0,0.06666666666666667,0.06666666666666667,0.9333333333333333,0,1,1,1,0

6,2,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,18,0,0,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1

4,0,2,66,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,21,0,45,0,0,1,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1

6,2,1,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,46,0,0,0,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1

6,1,4,66,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,17,24,49,0,0,1,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1

2,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0,0,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1

2,2,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,1,1,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1

5,1,1,66,1,0,0,0,1,0,1,1,0,4,0,0,0,0,0,11,39,55,0,2,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1

2,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,1,0,0,1,0,1,-1,-1,-1,1,0,0.2916666666666667,0.2916666666666667,0.7083333333333334,0,0,1,1,0

3,2,3,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,18,0,0,0,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1

3,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,0,1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,0,1,0,0,0

2,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,1,1,1,1,-1,-1,-1,1,1,0.9606986899563319,0.5764192139737991,0.42358078602620086,0,-1,-1,-1,0

5,0,3,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,37,0,0,1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1

6,2,1,48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,28,0,1,0,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1

6,1,2,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,24,0,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1

