5,1,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31,0,0,0,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
5,1,5,66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,8,53,0,0,0,0,1,1,-1,-1,-1,1,0,0.5,0.0,1.0,0,1,1,1,1
1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,0,0,1,1,1,-1,-1,-1,1,0,0.7894736842105263,0.7894736842105263,0.21052631578947367,0,1,0,0,0
1,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,0,0,0,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
7,4,1,50,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4,0,1,0,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
5,2,4,66,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,18,0,48,0,0,0,0,0,1,-1,-1,-1,1,0,0.7,0.7,0.3,0,1,1,0,1
5,1,5,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,44,0,0,0,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,1,0,0,1,0,1,-1,-1,-1,1,1,0.9166666666666666,0.9166666666666666,0.08333333333333333,0,1,1,1,0
6,2,5,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,46,0,0,0,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,1,0,0,1,0,1,-1,-1,-1,1,1,0.17777777777777778,0.17777777777777778,0.8222222222222222,0,0,1,1,0
5,2,6,66,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,51,0,0,0,0,0,1,-1,-1,-1,1,0,0.0,0.0,1.0,0,1,1,1,1
6,3,4,66,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,25,0,41,0,1,0,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
5,1,3,66,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,18,24,48,0,2,0,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
7,3,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,18,0,0,0,1,-1,1,-1,-1,-1,1,1,0.3333333333333333,0.16666666666666666,0.8333333333333334,0,1,1,0,1
3,2,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,0,0,0,1,0,1,-1,-1,-1,1,1,0.9761904761904762,0.3333333333333333,0.6666666666666666,0,1,1,0,0
1,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,1,0,0,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
7,1,4,66,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,14,16,52,0,0,0,0,1,1,-1,-1,1,1,0,1.0,0.22727272727272727,0.7727272727272727,0,-1,0,0,1
1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0,0,1,1,1,-1,-1,-1,1,1,0.7640449438202247,0.7640449438202247,0.0449438202247191,0,1,-1,0,0
4,1,7,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,54,0,0,0,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,0,0,1,0,1,-1,-1,-1,1,1,0.9871794871794872,0.05128205128205128,0.9487179487179487,0,-1,1,0,0
4,1,3,65,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,49,0,0,0,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
4,1,4,66,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,19,0,47,0,0,0,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
3,3,1,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,0,0,1,-1,1,-1,-1,-1,1,1,0.12195121951219512,0.12195121951219512,0.8780487804878049,0,0,1,0,0
1,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,1,0,0,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
7,4,2,66,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40,0,26,0,0,0,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
5,1,5,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,38,0,0,0,0,1,1,-1,-1,-1,1,0,1.0,1.0,0.0,0,1,1,0,1
2,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,0,0,1,0,1,-1,-1,-1,1,0,0.9010989010989011,0.02197802197802198,0.945054945054945,0,-1,1,0,0
4,4,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,1,2,0,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,1,0,0,1,0,1,-1,-1,-1,1,1,0.9344262295081968,0.29508196721311475,0.7049180327868853,0,0,1,0,0
6,2,3,66,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,28,0,38,0,1,0,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,0,0,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0
3,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,1,0,0,1,-1,1,-1,-1,-1,1,0,0.4444444444444444,0.4444444444444444,0.5555555555555556,0,1,1,1,0
6,3,3,66,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,23,0,43,0,0,0,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,1,0,0,1,0,1,-1,-1,-1,1,1,0.901840490797546,0.0950920245398773,0.8098159509202454,0,-1,0,0,0
5,2,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,45,0,0,0,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,3,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,14,1,0,0,1,0,1,-1,-1,-1,1,0,0.8723404255319149,0.8723404255319149,0.1276595744680851,0,1,0,0,1
5,2,2,63,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,19,0,44,0,0,0,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,1,1,0,0,1,0,1,-1,-1,-1,1,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,1,1,1,0
2,1,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,0,0,1,1,1,-1,-1,-1,1,0,0.0,0.0,1.0,0,1,1,1,0
5,5,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,0,0,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
5,2,2,63,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,19,0,44,0,0,0,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,2,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,7,1,0,0,1,0,1,-1,-1,-1,1,0,0.98,0.12,0.86,0,0,1,1,0
2,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0,0,1,0,1,-1,-1,-1,1,1,0.9024390243902439,0.8699186991869918,0.12601626016260162,0,0,-1,-1,0
2,2,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,1,0,0,1,0,1,-1,-1,-1,1,0,0.22093023255813954,0.22093023255813954,0.6976744186046512,0,0,1,0,0
2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,0,0,1,0,1,-1,-1,-1,1,1,1.0,0.08737864077669903,0.912621359223301,0,-1,1,0,0
5,2,6,64,2,2,0,0,0,0,0,0,0,9,0,0,0,0,0,23,0,41,0,0,0,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,0,0,1,0,1,-1,-1,-1,1,0,0.0196078431372549,0.0196078431372549,0.9803921568627451,0,-1,1,1,0
6,1,3,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,26,0,0,0,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,0,0,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0
4,1,3,66,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,45,0,0,0,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
5,2,7,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,41,0,0,0,0,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,0,0,1,0,1,-1,-1,-1,1,0,0.0,0.0,1.0,0,1,1,0,0
5,2,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,19,0,0,0,1,0,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1
