5,1,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5,1,5,66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,8,53,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,1,1,1,-1,-1,1,0,0.8431372549019608,0.8431372549019608,0.1568627450980392,0,1,1,0,0,0
1,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
7,4,1,50,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5,2,4,66,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,18,0,48,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5,1,5,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,44,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,1,0,1,-1,-1,1,1,0.9166666666666666,0.9166666666666666,0.08333333333333333,0,1,1,1,1,0
6,2,5,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,46,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,1,0,-1,-1,-1,-1,1,0.17777777777777778,0.17777777777777778,0.8222222222222222,0,0,0,1,1,0
5,2,6,66,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,51,0,0,0,0,0,1,-1,-1,1,0,0.0,0.0,1.0,0,1,1,1,1,1
