1,0.901771
2,0.901771
3,0.916264
4,0.921095
5,0.919485
6,0.919485
7,0.917874
8,0.921095
9,0.917874
10,0.919485
11,0.917874
12,0.919485
13,0.924316
14,0.924316
15,0.922705
16,0.925926
17,0.925926
18,0.932367
19,0.929147
20,0.929147
21,0.930757
22,0.929147
23,0.932367
24,0.935588
25,0.932367
26,0.933977
27,0.930757
28,0.932367
29,0.932367
30,0.933977
31,0.932367
32,0.932367
33,0.933977
34,0.932367
35,0.933977
36,0.935588
37,0.935588
38,0.933977
39,0.933977
40,0.933977
41,0.933977
42,0.933977
43,0.933977
44,0.933977
45,0.933977
46,0.927536
47,0.925926
48,0.925926
49,0.925926
50,0.929147
51,0.929147
52,0.925926
53,0.925926
54,0.924316
55,0.924316
56,0.924316
57,0.924316
58,0.924316
59,0.922705
60,0.921095
61,0.919485
62,0.919485
63,0.919485
64,0.919485
65,0.919485
66,0.916264
67,0.916264
68,0.914654
69,0.914654
70,0.914654
71,0.909823
72,0.909823
73,0.909823
74,0.909823
75,0.909823
76,0.909823
77,0.909823
78,0.909823
79,0.909823
80,0.909823
81,0.909823
82,0.909823
83,0.909823
84,0.909823
85,0.909823
86,0.909823
87,0.909823
88,0.909823
89,0.909823
90,0.908213
91,0.908213
92,0.908213
93,0.908213
94,0.908213
95,0.908213
96,0.908213
97,0.904992
98,0.904992
99,0.904992
