0,1.000000,0.100000,0.853462
0,1.000000,0.010000,0.867955
0,1.000000,0.001000,0.867955
0,1.000000,0.000100,0.856683
0,1.000000,0.200000,0.853462
0,1.000000,0.020000,0.869565
0,1.000000,0.002000,0.866345
0,1.000000,0.000200,0.856683
0,1.000000,0.300000,0.916264
0,1.000000,0.030000,0.867955
0,1.000000,0.003000,0.866345
0,1.000000,0.000300,0.856683
0,1.000000,0.400000,0.906602
0,1.000000,0.040000,0.869565
0,1.000000,0.004000,0.867955
0,1.000000,0.000400,0.856683
0,1.000000,0.500000,0.898551
0,1.000000,0.050000,0.869565
0,1.000000,0.005000,0.866345
0,1.000000,0.000500,0.858293
1,10.000000,0.100000,0.929147
1,10.000000,0.010000,0.940419
1,10.000000,0.001000,0.871176
1,10.000000,0.000100,0.869565
1,10.000000,0.200000,0.922705
1,10.000000,0.020000,0.943639
1,10.000000,0.002000,0.872786
1,10.000000,0.000200,0.866345
1,10.000000,0.300000,0.911433
1,10.000000,0.030000,0.930757
1,10.000000,0.003000,0.882448
1,10.000000,0.000300,0.866345
1,10.000000,0.400000,0.903382
1,10.000000,0.040000,0.929147
1,10.000000,0.004000,0.885668
1,10.000000,0.000400,0.866345
1,10.000000,0.500000,0.896940
1,10.000000,0.050000,0.924316
1,10.000000,0.005000,0.890499
1,10.000000,0.000500,0.867955
2,20.000000,0.100000,0.929147
2,20.000000,0.010000,0.933977
2,20.000000,0.001000,0.876006
2,20.000000,0.000100,0.866345
2,20.000000,0.200000,0.922705
2,20.000000,0.020000,0.937198
2,20.000000,0.002000,0.882448
2,20.000000,0.000200,0.866345
2,20.000000,0.300000,0.913043
2,20.000000,0.030000,0.929147
2,20.000000,0.003000,0.877617
2,20.000000,0.000300,0.867955
2,20.000000,0.400000,0.906602
2,20.000000,0.040000,0.929147
2,20.000000,0.004000,0.925926
2,20.000000,0.000400,0.869565
2,20.000000,0.500000,0.896940
2,20.000000,0.050000,0.933977
2,20.000000,0.005000,0.935588
2,20.000000,0.000500,0.871176
3,30.000000,0.100000,0.925926
3,30.000000,0.010000,0.932367
3,30.000000,0.001000,0.882448
3,30.000000,0.000100,0.866345
3,30.000000,0.200000,0.921095
3,30.000000,0.020000,0.935588
3,30.000000,0.002000,0.877617
3,30.000000,0.000200,0.867955
3,30.000000,0.300000,0.914654
3,30.000000,0.030000,0.932367
3,30.000000,0.003000,0.927536
3,30.000000,0.000300,0.871176
3,30.000000,0.400000,0.904992
3,30.000000,0.040000,0.935588
3,30.000000,0.004000,0.932367
3,30.000000,0.000400,0.871176
3,30.000000,0.500000,0.896940
3,30.000000,0.050000,0.930757
3,30.000000,0.005000,0.933977
3,30.000000,0.000500,0.872786
4,40.000000,0.100000,0.924316
4,40.000000,0.010000,0.932367
4,40.000000,0.001000,0.882448
4,40.000000,0.000100,0.866345
4,40.000000,0.200000,0.917874
4,40.000000,0.020000,0.932367
4,40.000000,0.002000,0.882448
4,40.000000,0.000200,0.869565
4,40.000000,0.300000,0.913043
4,40.000000,0.030000,0.937198
4,40.000000,0.003000,0.932367
4,40.000000,0.000300,0.871176
4,40.000000,0.400000,0.904992
4,40.000000,0.040000,0.933977
4,40.000000,0.004000,0.929147
4,40.000000,0.000400,0.876006
4,40.000000,0.500000,0.898551
4,40.000000,0.050000,0.929147
4,40.000000,0.005000,0.932367
4,40.000000,0.000500,0.877617
5,50.000000,0.100000,0.924316
5,50.000000,0.010000,0.930757
5,50.000000,0.001000,0.884058
5,50.000000,0.000100,0.867955
5,50.000000,0.200000,0.919485
5,50.000000,0.020000,0.932367
5,50.000000,0.002000,0.888889
5,50.000000,0.000200,0.871176
5,50.000000,0.300000,0.911433
5,50.000000,0.030000,0.933977
5,50.000000,0.003000,0.929147
5,50.000000,0.000300,0.874396
5,50.000000,0.400000,0.904992
5,50.000000,0.040000,0.932367
5,50.000000,0.004000,0.927536
5,50.000000,0.000400,0.872786
5,50.000000,0.500000,0.896940
5,50.000000,0.050000,0.932367
5,50.000000,0.005000,0.927536
5,50.000000,0.000500,0.884058
6,60.000000,0.100000,0.922705
6,60.000000,0.010000,0.933977
6,60.000000,0.001000,0.882448
6,60.000000,0.000100,0.869565
6,60.000000,0.200000,0.917874
6,60.000000,0.020000,0.930757
6,60.000000,0.002000,0.914654
6,60.000000,0.000200,0.871176
6,60.000000,0.300000,0.911433
6,60.000000,0.030000,0.933977
6,60.000000,0.003000,0.930757
6,60.000000,0.000300,0.876006
6,60.000000,0.400000,0.908213
6,60.000000,0.040000,0.932367
6,60.000000,0.004000,0.927536
6,60.000000,0.000400,0.884058
6,60.000000,0.500000,0.895330
6,60.000000,0.050000,0.929147
6,60.000000,0.005000,0.927536
6,60.000000,0.000500,0.885668
7,70.000000,0.100000,0.922705
7,70.000000,0.010000,0.933977
7,70.000000,0.001000,0.879227
7,70.000000,0.000100,0.869565
7,70.000000,0.200000,0.916264
7,70.000000,0.020000,0.930757
7,70.000000,0.002000,0.929147
